id,submissionLink,submitters,emails,isVideo
595,̗̺͖̹̯͓Ṯ̤͍̥͇͈h̲́e͏͓̼̗̙̼̣͔ ͇̜̱̠͓͍ͅN͕͠e̗̱z̘̝̜̺͙p̤̺̹͍̯͚e̠̻̠͜r̨̤͍̺̖͔̖̖d̠̟̭̬̝͟i̦͖̩͓͔̤a̠̗̬͉̙n͚͜ ̻̞̰͚ͅh̵͉i̳̞v̢͇ḙ͎͟-҉̭̩̼͔m̤̭̫i͕͇̝̦n̗͙ḍ̟ ̯̲͕͞ǫ̟̯̰̲͙̻̝f ̪̰̰̗̖̭̘͘c̦͍̲̞͍̩̙ḥ͚a̮͎̟̙͜ơ̩̹͎s̤.̝̝ ҉Z̡̖̜͖̰̣͉̜a͖̰͙̬͡l̲̫̳͍̩g̡̟̼̱͚̞̬ͅo̗͜.̟,NULL,1/0,false
596, test ,␢,(╯°□°）╯︵ ┻━┻)  ,false
597,🚾 🆒 🆓 🆕 🆖 🆗 🆙 🏧,(╯°□°）╯︵ ┻━┻)  ,åß∂ƒ©˙∆˚¬…æ,true
598,␢,"<>?:""{}|_+",,false
599,../../../../../../../../../../../etc/hosts,‫test‫,../../../../../../../../../../../etc/hosts,true
600,-1/2,-1E02,"""""",false
601,NIL,̦H̬̤̗̤͝e͜ ̜̥̝̻͍̟́w̕h̖̯͓o̝͙̖͎̱̮ ҉̺̙̞̟͈W̷̼̭a̺̪͍į͈͕̭͙̯̜t̶̼̮s̘͙͖̕ ̠̫̠B̻͍͙͉̳ͅe̵h̵̬͇̫͙i̹͓̳̳̮͎̫̕n͟d̴̪̜̖ ̰͉̩͇͙̲͞ͅT͖̼͓̪͢h͏͓̮̻e̬̝̟ͅ ̤̹̝W͙̞̝͔͇͝ͅa͏͓͔̹̼̣l̴͔̰̤̟͔ḽ̫.͕,",。・:*:・゜’( ☻ ω ☻ )。・:*:・゜’",false
602,-1E02,␣,˙ɐnbᴉlɐ ɐuƃɐɯ ǝɹolop ʇǝ ǝɹoqɐl ʇn ʇunpᴉpᴉɔuᴉ ɹodɯǝʇ poɯsnᴉǝ op pǝs 'ʇᴉlǝ ƃuᴉɔsᴉdᴉpɐ ɹnʇǝʇɔǝsuoɔ 'ʇǝɯɐ ʇᴉs ɹolop ɯnsdᴉ ɯǝɹo˥,true
603,-$1.00,Œ„´‰ˇÁ¨ˆØ∏”’,⁰⁴⁵₀₁₂,false
604,1E2,<img src=x onerror=alert('hi') />,(╯°□°）╯︵ ┻━┻)  ,false
605,"""'""'""''''""",̦H̬̤̗̤͝e͜ ̜̥̝̻͍̟́w̕h̖̯͓o̝͙̖͎̱̮ ҉̺̙̞̟͈W̷̼̭a̺̪͍į͈͕̭͙̯̜t̶̼̮s̘͙͖̕ ̠̫̠B̻͍͙͉̳ͅe̵h̵̬͇̫͙i̹͓̳̳̮͎̫̕n͟d̴̪̜̖ ̰͉̩͇͙̲͞ͅT͖̼͓̪͢h͏͓̮̻e̬̝̟ͅ ̤̹̝W͙̞̝͔͇͝ͅa͏͓͔̹̼̣l̴͔̰̤̟͔ḽ̫.͕,Œ„´‰ˇÁ¨ˆØ∏”’,true
606,˙ɐnbᴉlɐ ɐuƃɐɯ ǝɹolop ʇǝ ǝɹoqɐl ʇn ʇunpᴉpᴉɔuᴉ ɹodɯǝʇ poɯsnᴉǝ op pǝs 'ʇᴉlǝ ƃuᴉɔsᴉdᴉpɐ ɹnʇǝʇɔǝsuoɔ 'ʇǝɯɐ ʇᴉs ɹolop ɯnsdᴉ ɯǝɹo˥,✋🏿 💪🏿 👐🏿 🙌🏿 👏🏿 🙏🏿,-1E02,false
607,␢,-1E+02,🚾 🆒 🆓 🆕 🆖 🆗 🆙 🏧,false
608,パーティーへ行かないか,test⁠test‫,"""''''""'""",false
609,1E02,사회과학원 어학연구소,!@#$%^&*(),true
610,사회과학원 어학연구소,0/0,åß∂ƒ©˙∆˚¬…æ,true
611,<img src=x onerror=alert('hi') />,"בְּרֵאשִׁית, בָּרָא אֱלֹהִים, אֵת הַשָּׁמַיִם, וְאֵת הָאָרֶץ",👩🏽,false
612,和製漢語,null,᠎,true
613,-$1.00,<script>alert('hi')</script>,ヽ༼ຈل͜ຈ༽ﾉ ヽ༼ຈل͜ຈ༽ﾉ ,true
614,‪‪test‪,˙ɐnbᴉlɐ ɐuƃɐɯ ǝɹolop ʇǝ ǝɹoqɐl ʇn ʇunpᴉpᴉɔuᴉ ɹodɯǝʇ poɯsnᴉǝ op pǝs 'ʇᴉlǝ ƃuᴉɔsᴉdᴉpɐ ɹnʇǝʇɔǝsuoɔ 'ʇǝɯɐ ʇᴉs ɹolop ɯnsdᴉ ɯǝɹo˥,,true
615,울란바토르,1,',true
616,👩🏽,Ω≈ç√∫˜µ≤≥÷,() { _; } >_[$($())] { touch /tmp/blns.shellshock2.fail; },false
617,‪‪test‪,$1.00,😍,true
618,<svg><script>0<1>alert('XSS')</script>,田中さんにあげて下さい,$1.00,false
619,",./;'[]\-=",1/2,⁰⁴⁵₀₁₂,false
620,✋🏿 💪🏿 👐🏿 🙌🏿 👏🏿 🙏🏿,`⁄€‹›ﬁﬂ‡°·‚—±,NULL,true
621,1.00,울란바토르,ヽ༼ຈل͜ຈ༽ﾉ ヽ༼ຈل͜ຈ༽ﾉ ,true
622,<svg><script>0<1>alert('XSS')</script>,"""""",⁰⁴⁵,true
623,👩🏽,NULL,"__ﾛ(,_,*)",true
624,　,🐵 🙈 🙉 🙊,˙ɐnbᴉlɐ ɐuƃɐɯ ǝɹolop ʇǝ ǝɹoqɐl ʇn ʇunpᴉpᴉɔuᴉ ɹodɯǝʇ poɯsnᴉǝ op pǝs 'ʇᴉlǝ ƃuᴉɔsᴉdᴉpɐ ɹnʇǝʇɔǝsuoɔ 'ʇǝɯɐ ʇᴉs ɹolop ɯnsdᴉ ɯǝɹo˥,false
625,␢,0/0,999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999,false
626,1'; DROP TABLE users--,999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999,⁰⁴⁵,false
627,¡™£¢∞§¶•ªº–≠,00˙Ɩ$-,̡͓̞ͅI̗̘̦͝n͇͇͙v̮̫ok̲̫̙͈i̖͙̭̹̠̞n̡̻̮̣̺g̲͈͙̭͙̬͎ ̰t͔̦h̞̲e̢̤ ͍̬̲͖f̴̘͕̣è͖ẹ̥̩l͖͔͚i͓͚̦͠n͖͍̗͓̳̮g͍ ̨o͚̪͡f̘̣̬ ̖̘͖̟͙̮c҉͔̫͖͓͇͖ͅh̵̤̣͚͔á̗̼͕ͅo̼̣̥s̱͈̺̖̦̻͢.̛̖̞̠̫̰,true
628,👾 🙇 💁 🙅 🙆 🙋 🙎 🙍 ,"<>?:""{}|_+","""""",true
629,​,1/0,❤️ 💔 💌 💕 💞 💓 💗 💖 💘 💝 💟 💜 💛 💚 💙,false
630,"""""",!@#$%^&*(),⁦test⁧,true
631,åß∂ƒ©˙∆˚¬…æ,<svg><script>0<1>alert('XSS')</script>,0/0,true
632,הָיְתָהtestالصفحات التّحول,null,‫test‫,true
633,🚾 🆒 🆓 🆕 🆖 🆗 🆙 🏧,・(￣∀￣)・:*:,"ثم نفس سقطت وبالتحديد،, جزيرتي باستخدام أن دنو. إذ هنا؟ الستار وتنصيب كان. أهّل ايطاليا، بريطانيا-فرنسا قد أخذ. سليمان، إتفاقية بين ما, يذكر الحدود أي بعد, معاملة بولندا، الإطلاق عل إيو.",false
634,⁰⁴⁵₀₁₂, test ,NIL,false
635,😍,"<>?:""{}|_+",ÅÍÎÏ˝ÓÔÒÚÆ☃,false
636,"בְּרֵאשִׁית, בָּרָא אֱלֹהִים, אֵת הַשָּׁמַיִם, וְאֵת הָאָרֶץ",<img src=x onerror=alert('hi') />,¸˛Ç◊ı˜Â¯˘¿,true
637,パーティーへ行かないか,✋🏿 💪🏿 👐🏿 🙌🏿 👏🏿 🙏🏿,"בְּרֵאשִׁית, בָּרָא אֱלֹהִים, אֵת הַשָּׁמַיִם, וְאֵת הָאָרֶץ",false
638,!@#$%^&*(),🚾 🆒 🆓 🆕 🆖 🆗 🆙 🏧,`⁄€‹›ﬁﬂ‡°·‚—±,false
639,ÅÍÎÏ˝ÓÔÒÚÆ☃,<svg><script>0<1>alert('XSS')</script>,᠎,false
640,-$1.00,部落格,'',false
641,() { 0; }; touch /tmp/blns.shellshock1.fail;,울란바토르,1E+02,true
642,,❤️ 💔 💌 💕 💞 💓 💗 💖 💘 💝 💟 💜 💛 💚 💙,🐵 🙈 🙉 🙊,false
643,⁰⁴⁵₀₁₂,﻿,１２３,true
644,울란바토르,',ﾟ･✿ヾ╲(｡◕‿◕｡)╱✿･ﾟ,true
645,999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999,null,הָיְתָהtestالصفحات التّحول,false
646,(ﾉಥ益ಥ）ﾉ﻿ ┻━┻,<svg><script>0<1>alert('XSS')</script>,‪‪test‪,false
647,",./;'[]\-=",1E+02,ÅÍÎÏ˝ÓÔÒÚÆ☃,false
648,울란바토르,1E2,・(￣∀￣)・:*:,false
649,パーティーへ行かないか,"""'""'""''''""", ,false
650,１２３,-1E2,👾 🙇 💁 🙅 🙆 🙋 🙎 🙍 ,false
651,ﾟ･✿ヾ╲(｡◕‿◕｡)╱✿･ﾟ,() { 0; }; touch /tmp/blns.shellshock1.fail;,‫test‫,false
652,'',"'""'",1/2,true
653,⁦test⁧,部落格,᠎,false
654,"'""'",1.00,Œ„´‰ˇÁ¨ˆØ∏”’,false
655,œ∑´®†¥¨ˆøπ“‘,🚾 🆒 🆓 🆕 🆖 🆗 🆙 🏧,❤️ 💔 💌 💕 💞 💓 💗 💖 💘 💝 💟 💜 💛 💚 💙,false
656,"__ﾛ(,_,*)",𠜎𠜱𠝹𠱓𠱸𠲖𠳏,-1E+02,true
657,‪‪test‪,1E+02,1E02,false
658,₀₁₂,😍,",。・:*:・゜’( ☻ ω ☻ )。・:*:・゜’",true
659,🚾 🆒 🆓 🆕 🆖 🆗 🆙 🏧,"""'""'""''''""",00˙Ɩ$-,true
660,',᠎,¡™£¢∞§¶•ªº–≠,false
661,/dev/null; touch /tmp/blns.fail ; echo,1;DROP TABLE users,-1,true
662,ﾟ･✿ヾ╲(｡◕‿◕｡)╱✿･ﾟ,̦H̬̤̗̤͝e͜ ̜̥̝̻͍̟́w̕h̖̯͓o̝͙̖͎̱̮ ҉̺̙̞̟͈W̷̼̭a̺̪͍į͈͕̭͙̯̜t̶̼̮s̘͙͖̕ ̠̫̠B̻͍͙͉̳ͅe̵h̵̬͇̫͙i̹͓̳̳̮͎̫̕n͟d̴̪̜̖ ̰͉̩͇͙̲͞ͅT͖̼͓̪͢h͏͓̮̻e̬̝̟ͅ ̤̹̝W͙̞̝͔͇͝ͅa͏͓͔̹̼̣l̴͔̰̤̟͔ḽ̫.͕,¡™£¢∞§¶•ªº–≠,true
663,"""''''""'""",﻿,1/2,true
664,١٢٣,⁰⁴⁵,NIL,true
665,部落格,﻿,,false
666,`⁄€‹›ﬁﬂ‡°·‚—±,ÅÍÎÏ˝ÓÔÒÚÆ☃,١٢٣,true
667,울란바토르,　,<img src=x onerror=alert('hi') />,true
668,👩🏽,"""""",() { _; } >_[$($())] { touch /tmp/blns.shellshock2.fail; },true
669,`⁄€‹›ﬁﬂ‡°·‚—±,הָיְתָהtestالصفحات التّحول,NIL,true
670,../../../../../../../../../../../etc/hosts,田中さんにあげて下さい, test ,true
671,̦H̬̤̗̤͝e͜ ̜̥̝̻͍̟́w̕h̖̯͓o̝͙̖͎̱̮ ҉̺̙̞̟͈W̷̼̭a̺̪͍į͈͕̭͙̯̜t̶̼̮s̘͙͖̕ ̠̫̠B̻͍͙͉̳ͅe̵h̵̬͇̫͙i̹͓̳̳̮͎̫̕n͟d̴̪̜̖ ̰͉̩͇͙̲͞ͅT͖̼͓̪͢h͏͓̮̻e̬̝̟ͅ ̤̹̝W͙̞̝͔͇͝ͅa͏͓͔̹̼̣l̴͔̰̤̟͔ḽ̫.͕,"בְּרֵאשִׁית, בָּרָא אֱלֹהִים, אֵת הַשָּׁמַיִם, וְאֵת הָאָרֶץ",١٢٣,true
672,00˙Ɩ$-,¸˛Ç◊ı˜Â¯˘¿,`⁄€‹›ﬁﬂ‡°·‚—±,false
673,-1E2,1,¡™£¢∞§¶•ªº–≠,false
674,¡™£¢∞§¶•ªº–≠,הָיְתָהtestالصفحات التّحول,0.00,false
675,test⁠test‫,"ثم نفس سقطت وبالتحديد،, جزيرتي باستخدام أن دنو. إذ هنا؟ الستار وتنصيب كان. أهّل ايطاليا، بريطانيا-فرنسا قد أخذ. سليمان، إتفاقية بين ما, يذكر الحدود أي بعد, معاملة بولندا، الإطلاق عل إيو.",nil,false
676,",./;'[]\-=",⁦test⁧,¸˛Ç◊ı˜Â¯˘¿,false
677,ヽ༼ຈل͜ຈ༽ﾉ ヽ༼ຈل͜ຈ༽ﾉ ,١٢٣,<svg><script>0<1>alert('XSS')</script>,true
678,(｡◕ ∀ ◕｡),,"""""",true
679,̦H̬̤̗̤͝e͜ ̜̥̝̻͍̟́w̕h̖̯͓o̝͙̖͎̱̮ ҉̺̙̞̟͈W̷̼̭a̺̪͍į͈͕̭͙̯̜t̶̼̮s̘͙͖̕ ̠̫̠B̻͍͙͉̳ͅe̵h̵̬͇̫͙i̹͓̳̳̮͎̫̕n͟d̴̪̜̖ ̰͉̩͇͙̲͞ͅT͖̼͓̪͢h͏͓̮̻e̬̝̟ͅ ̤̹̝W͙̞̝͔͇͝ͅa͏͓͔̹̼̣l̴͔̰̤̟͔ḽ̫.͕,(｡◕ ∀ ◕｡),🐵 🙈 🙉 🙊,true
680,🐵 🙈 🙉 🙊,00˙Ɩ$-,🚾 🆒 🆓 🆕 🆖 🆗 🆙 🏧,true
681,部落格,¸˛Ç◊ı˜Â¯˘¿,() { 0; }; touch /tmp/blns.shellshock1.fail;,true
682,'',-1E02,﻿,false
683,œ∑´®†¥¨ˆøπ“‘,👾 🙇 💁 🙅 🙆 🙋 🙎 🙍 ,../../../../../../../../../../../etc/passwd%00,true
684,",./;'[]\-=",😍,œ∑´®†¥¨ˆøπ“‘,false
685,../../../../../../../../../../../etc/hosts,/dev/null; touch /tmp/blns.fail ; echo,test⁠test‫,true
686,00˙Ɩ$-,"ثم نفس سقطت وبالتحديد،, جزيرتي باستخدام أن دنو. إذ هنا؟ الستار وتنصيب كان. أهّل ايطاليا، بريطانيا-فرنسا قد أخذ. سليمان، إتفاقية بين ما, يذكر الحدود أي بعد, معاملة بولندا، الإطلاق عل إيو.",NIL,false
687,₀₁₂,社會科學院語學研究所,",./;'[]\-=",false
688,"""",1E2,␢,false
689,NIL,1.00,(｡◕ ∀ ◕｡),true
690,和製漢語,🚾 🆒 🆓 🆕 🆖 🆗 🆙 🏧,社會科學院語學研究所,true
691,｀ｨ(´∀｀∩,₀₁₂,(ﾉಥ益ಥ）ﾉ﻿ ┻━┻,false
692,˙ɐnbᴉlɐ ɐuƃɐɯ ǝɹolop ʇǝ ǝɹoqɐl ʇn ʇunpᴉpᴉɔuᴉ ɹodɯǝʇ poɯsnᴉǝ op pǝs 'ʇᴉlǝ ƃuᴉɔsᴉdᴉpɐ ɹnʇǝʇɔǝsuoɔ 'ʇǝɯɐ ʇᴉs ɹolop ɯnsdᴉ ɯǝɹo˥,Œ„´‰ˇÁ¨ˆØ∏”’,1,true
693,1,-1E02,1,true
694,(ﾉಥ益ಥ）ﾉ﻿ ┻━┻,!@#$%^&*(),<img src=x onerror=alert('hi') />,false
695,̦H̬̤̗̤͝e͜ ̜̥̝̻͍̟́w̕h̖̯͓o̝͙̖͎̱̮ ҉̺̙̞̟͈W̷̼̭a̺̪͍į͈͕̭͙̯̜t̶̼̮s̘͙͖̕ ̠̫̠B̻͍͙͉̳ͅe̵h̵̬͇̫͙i̹͓̳̳̮͎̫̕n͟d̴̪̜̖ ̰͉̩͇͙̲͞ͅT͖̼͓̪͢h͏͓̮̻e̬̝̟ͅ ̤̹̝W͙̞̝͔͇͝ͅa͏͓͔̹̼̣l̴͔̰̤̟͔ḽ̫.͕,‫test‫,`⁄€‹›ﬁﬂ‡°·‚—±,false
696,Ω≈ç√∫˜µ≤≥÷,(╯°□°）╯︵ ┻━┻)  ,˙ɐnbᴉlɐ ɐuƃɐɯ ǝɹolop ʇǝ ǝɹoqɐl ʇn ʇunpᴉpᴉɔuᴉ ɹodɯǝʇ poɯsnᴉǝ op pǝs 'ʇᴉlǝ ƃuᴉɔsᴉdᴉpɐ ɹnʇǝʇɔǝsuoɔ 'ʇǝɯɐ ʇᴉs ɹolop ɯnsdᴉ ɯǝɹo˥,true
697,̡͓̞ͅI̗̘̦͝n͇͇͙v̮̫ok̲̫̙͈i̖͙̭̹̠̞n̡̻̮̣̺g̲͈͙̭͙̬͎ ̰t͔̦h̞̲e̢̤ ͍̬̲͖f̴̘͕̣è͖ẹ̥̩l͖͔͚i͓͚̦͠n͖͍̗͓̳̮g͍ ̨o͚̪͡f̘̣̬ ̖̘͖̟͙̮c҉͔̫͖͓͇͖ͅh̵̤̣͚͔á̗̼͕ͅo̼̣̥s̱͈̺̖̦̻͢.̛̖̞̠̫̰,<script>alert('hi')</script>,1E2,false
698,/dev/null; touch /tmp/blns.fail ; echo,nil,❤️ 💔 💌 💕 💞 💓 💗 💖 💘 💝 💟 💜 💛 💚 💙,false
699,﻿,🚾 🆒 🆓 🆕 🆖 🆗 🆙 🏧,ÅÍÎÏ˝ÓÔÒÚÆ☃,true
700,-1.00,🚾 🆒 🆓 🆕 🆖 🆗 🆙 🏧,社會科學院語學研究所,false
701,0/0,(ﾉಥ益ಥ）ﾉ﻿ ┻━┻,(ﾉಥ益ಥ）ﾉ﻿ ┻━┻,true
702,"ثم نفس سقطت وبالتحديد،, جزيرتي باستخدام أن دنو. إذ هنا؟ الستار وتنصيب كان. أهّل ايطاليا، بريطانيا-فرنسا قد أخذ. سليمان، إتفاقية بين ما, يذكر الحدود أي بعد, معاملة بولندا، الإطلاق عل إيو.",-1E+02,1E02,false
703,␣,١٢٣,',true
704,̦H̬̤̗̤͝e͜ ̜̥̝̻͍̟́w̕h̖̯͓o̝͙̖͎̱̮ ҉̺̙̞̟͈W̷̼̭a̺̪͍į͈͕̭͙̯̜t̶̼̮s̘͙͖̕ ̠̫̠B̻͍͙͉̳ͅe̵h̵̬͇̫͙i̹͓̳̳̮͎̫̕n͟d̴̪̜̖ ̰͉̩͇͙̲͞ͅT͖̼͓̪͢h͏͓̮̻e̬̝̟ͅ ̤̹̝W͙̞̝͔͇͝ͅa͏͓͔̹̼̣l̴͔̰̤̟͔ḽ̫.͕,<img src=x onerror=alert('hi') />, test ,true
705,1'; DROP TABLE users--,𠜎𠜱𠝹𠱓𠱸𠲖𠳏,0/0,false
706,-1E02,../../../../../../../../../../../etc/passwd%00,₀₁₂,true
707,␢,₀₁₂,¸˛Ç◊ı˜Â¯˘¿,true
708,␣,',הָיְתָהtestالصفحات التّحول,false
709,1E2,‫test‫,(╯°□°）╯︵ ┻━┻)  ,false
710,"'""'",00˙Ɩ$-,"__ﾛ(,_,*)",true
711,'',(｡◕ ∀ ◕｡),1.00,false
712,/dev/null; touch /tmp/blns.fail ; echo,̡͓̞ͅI̗̘̦͝n͇͇͙v̮̫ok̲̫̙͈i̖͙̭̹̠̞n̡̻̮̣̺g̲͈͙̭͙̬͎ ̰t͔̦h̞̲e̢̤ ͍̬̲͖f̴̘͕̣è͖ẹ̥̩l͖͔͚i͓͚̦͠n͖͍̗͓̳̮g͍ ̨o͚̪͡f̘̣̬ ̖̘͖̟͙̮c҉͔̫͖͓͇͖ͅh̵̤̣͚͔á̗̼͕ͅo̼̣̥s̱͈̺̖̦̻͢.̛̖̞̠̫̰,˙ɐnbᴉlɐ ɐuƃɐɯ ǝɹolop ʇǝ ǝɹoqɐl ʇn ʇunpᴉpᴉɔuᴉ ɹodɯǝʇ poɯsnᴉǝ op pǝs 'ʇᴉlǝ ƃuᴉɔsᴉdᴉpɐ ɹnʇǝʇɔǝsuoɔ 'ʇǝɯɐ ʇᴉs ɹolop ɯnsdᴉ ɯǝɹo˥,false
713,👩🏽,-1E+02,‫test‫,false
714,1E2,・(￣∀￣)・:*:,",。・:*:・゜’( ☻ ω ☻ )。・:*:・゜’",true
715,"'""'",(ﾉಥ益ಥ）ﾉ﻿ ┻━┻,(ﾉಥ益ಥ）ﾉ﻿ ┻━┻,false
716,-1E+02,1,../../../../../../../../../../../etc/hosts,true
717, test ,̦H̬̤̗̤͝e͜ ̜̥̝̻͍̟́w̕h̖̯͓o̝͙̖͎̱̮ ҉̺̙̞̟͈W̷̼̭a̺̪͍į͈͕̭͙̯̜t̶̼̮s̘͙͖̕ ̠̫̠B̻͍͙͉̳ͅe̵h̵̬͇̫͙i̹͓̳̳̮͎̫̕n͟d̴̪̜̖ ̰͉̩͇͙̲͞ͅT͖̼͓̪͢h͏͓̮̻e̬̝̟ͅ ̤̹̝W͙̞̝͔͇͝ͅa͏͓͔̹̼̣l̴͔̰̤̟͔ḽ̫.͕,パーティーへ行かないか,false
718,1E02,₀₁₂,1,true
719,null,¸˛Ç◊ı˜Â¯˘¿,(╯°□°）╯︵ ┻━┻)  ,false
720, ,'',<script>alert('hi')</script>,true
721,"ثم نفس سقطت وبالتحديد،, جزيرتي باستخدام أن دنو. إذ هنا؟ الستار وتنصيب كان. أهّل ايطاليا، بريطانيا-فرنسا قد أخذ. سليمان، إتفاقية بين ما, يذكر الحدود أي بعد, معاملة بولندا، الإطلاق عل إيو.",̗̺͖̹̯͓Ṯ̤͍̥͇͈h̲́e͏͓̼̗̙̼̣͔ ͇̜̱̠͓͍ͅN͕͠e̗̱z̘̝̜̺͙p̤̺̹͍̯͚e̠̻̠͜r̨̤͍̺̖͔̖̖d̠̟̭̬̝͟i̦͖̩͓͔̤a̠̗̬͉̙n͚͜ ̻̞̰͚ͅh̵͉i̳̞v̢͇ḙ͎͟-҉̭̩̼͔m̤̭̫i͕͇̝̦n̗͙ḍ̟ ̯̲͕͞ǫ̟̯̰̲͙̻̝f ̪̰̰̗̖̭̘͘c̦͍̲̞͍̩̙ḥ͚a̮͎̟̙͜ơ̩̹͎s̤.̝̝ ҉Z̡̖̜͖̰̣͉̜a͖̰͙̬͡l̲̫̳͍̩g̡̟̼̱͚̞̬ͅo̗͜.̟,Œ„´‰ˇÁ¨ˆØ∏”’,true
722,NIL,!@#$%^&*(),1;DROP TABLE users,false
723,null,(╯°□°）╯︵ ┻━┻)  ,ヽ༼ຈل͜ຈ༽ﾉ ヽ༼ຈل͜ຈ༽ﾉ ,false
724,₀₁₂,() { 0; }; touch /tmp/blns.shellshock1.fail;,¸˛Ç◊ı˜Â¯˘¿,true
725,̦H̬̤̗̤͝e͜ ̜̥̝̻͍̟́w̕h̖̯͓o̝͙̖͎̱̮ ҉̺̙̞̟͈W̷̼̭a̺̪͍į͈͕̭͙̯̜t̶̼̮s̘͙͖̕ ̠̫̠B̻͍͙͉̳ͅe̵h̵̬͇̫͙i̹͓̳̳̮͎̫̕n͟d̴̪̜̖ ̰͉̩͇͙̲͞ͅT͖̼͓̪͢h͏͓̮̻e̬̝̟ͅ ̤̹̝W͙̞̝͔͇͝ͅa͏͓͔̹̼̣l̴͔̰̤̟͔ḽ̫.͕,<svg><script>0<1>alert('XSS')</script>,"'""'",true
726,🐵 🙈 🙉 🙊,"""''''""'""",˙ɐnbᴉlɐ ɐuƃɐɯ ǝɹolop ʇǝ ǝɹoqɐl ʇn ʇunpᴉpᴉɔuᴉ ɹodɯǝʇ poɯsnᴉǝ op pǝs 'ʇᴉlǝ ƃuᴉɔsᴉdᴉpɐ ɹnʇǝʇɔǝsuoɔ 'ʇǝɯɐ ʇᴉs ɹolop ɯnsdᴉ ɯǝɹo˥,true
727,() { _; } >_[$($())] { touch /tmp/blns.shellshock2.fail; },1E+02,사회과학원 어학연구소,false
728,../../../../../../../../../../../etc/passwd%00,␢, ,false
729,田中さんにあげて下さい,␢,部落格,false
730,₀₁₂,-1E+02,1,true
731,0/0,',울란바토르,true
732,̡͓̞ͅI̗̘̦͝n͇͇͙v̮̫ok̲̫̙͈i̖͙̭̹̠̞n̡̻̮̣̺g̲͈͙̭͙̬͎ ̰t͔̦h̞̲e̢̤ ͍̬̲͖f̴̘͕̣è͖ẹ̥̩l͖͔͚i͓͚̦͠n͖͍̗͓̳̮g͍ ̨o͚̪͡f̘̣̬ ̖̘͖̟͙̮c҉͔̫͖͓͇͖ͅh̵̤̣͚͔á̗̼͕ͅo̼̣̥s̱͈̺̖̦̻͢.̛̖̞̠̫̰,הָיְתָהtestالصفحات التّحول,✋🏿 💪🏿 👐🏿 🙌🏿 👏🏿 🙏🏿,true
733,1/0,0.00,(ﾉಥ益ಥ）ﾉ﻿ ┻━┻,true
734,᠎,ﾟ･✿ヾ╲(｡◕‿◕｡)╱✿･ﾟ,1'; DROP TABLE users--,true
735,Ω≈ç√∫˜µ≤≥÷,",。・:*:・゜’( ☻ ω ☻ )。・:*:・゜’",ÅÍÎÏ˝ÓÔÒÚÆ☃,true
736,0️⃣ 1️⃣ 2️⃣ 3️⃣ 4️⃣ 5️⃣ 6️⃣ 7️⃣ 8️⃣ 9️⃣ 🔟,(╯°□°）╯︵ ┻━┻)  ,␢,false
737,"'""'",😍,１２３,false
738,-1/2,"<>?:""{}|_+",",./;'[]\-=",true
739,',👾 🙇 💁 🙅 🙆 🙋 🙎 🙍 ,œ∑´®†¥¨ˆøπ“‘,true
740,｀ｨ(´∀｀∩,(ﾉಥ益ಥ）ﾉ﻿ ┻━┻,NULL,true
741,1'; DROP TABLE users--,¸˛Ç◊ı˜Â¯˘¿,ヽ༼ຈل͜ຈ༽ﾉ ヽ༼ຈل͜ຈ༽ﾉ ,true
742,␢,null,👾 🙇 💁 🙅 🙆 🙋 🙎 🙍 ,true
743,$1.00,Œ„´‰ˇÁ¨ˆØ∏”’,　,true
744,1/0,-1E+02,ﾟ･✿ヾ╲(｡◕‿◕｡)╱✿･ﾟ,false
745,¸˛Ç◊ı˜Â¯˘¿,1'; DROP TABLE users--,!@#$%^&*(),false
746,😍,᠎,<script>alert('hi')</script>,false
747,999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999,␡,"""''''""'""",true
748,Ṱ̺̺̕o͞ ̷i̲̬͇̪͙n̝̗͕v̟̜̘̦͟o̶̙̰̠kè͚̮̺̪̹̱̤ ̖t̝͕̳̣̻̪͞h̼͓̲̦̳̘̲e͇̣̰̦̬͎ ̢̼̻̱̘h͚͎͙̜̣̲ͅi̦̲̣̰̤v̻͍e̺̭̳̪̰-m̢iͅn̖̺̞̲̯̰d̵̼̟͙̩̼̘̳ ̞̥̱̳̭r̛̗̘e͙p͠r̼̞̻̭̗e̺̠̣͟s̘͇̳͍̝͉e͉̥̯̞̲͚̬͜ǹ̬͎͎̟̖͇̤t͍̬̤͓̼̭͘ͅi̪̱n͠g̴͉ ͏͉ͅc̬̟h͡a̫̻̯͘o̫̟̖͍̙̝͉s̗̦̲.̨̹͈̣,`⁄€‹›ﬁﬂ‡°·‚—±,null,false
749,🐵 🙈 🙉 🙊,",./;'[]\-=",åß∂ƒ©˙∆˚¬…æ,false
